activity_zone_id,grid_zone_id,name,centroid_x,centroid_y,geometry,centroid,total_poi_count,residential_poi_count,office_poi_count,shopping_poi_count,school_poi_count,parking_poi_count,boundary_node_count,zone_type
304,242.0,P4,-111.9402554,33.418509657142856,"POLYGON ((-111.94087680000001 33.41798000000003,-111.94087680000001 33.41878000000003,-111.93950680000002 33.41878000000003,-111.93950680000002 33.41798000000003,-111.94087680000001 33.41798000000003))",POINT (-111.9402554 33.418509657142856),1,0,0,0,0,1,0,demand_zone
305,243.0,P5,-111.93897576666667,33.41837643333333,"POLYGON ((-111.93950680000002 33.41798000000003,-111.93950680000002 33.41878000000003,-111.93813680000002 33.41878000000003,-111.93813680000002 33.41798000000003,-111.93950680000002 33.41798000000003))",POINT (-111.93897576666667 33.41837643333333),3,0,0,0,0,1,0,demand_zone
306,244.0,P6,-111.93720655,33.418338399999996,"POLYGON ((-111.93813680000002 33.41798000000003,-111.93813680000002 33.41878000000003,-111.93676680000003 33.41878000000003,-111.93676680000003 33.41798000000003,-111.93813680000002 33.41798000000003))",POINT (-111.93720655 33.418338399999996),1,0,0,0,0,1,0,demand_zone
307,245.0,P7,-111.9359876,33.4185275,"POLYGON ((-111.93676680000003 33.41798000000003,-111.93676680000003 33.41878000000003,-111.93539680000004 33.41878000000003,-111.93539680000004 33.41798000000003,-111.93676680000003 33.41798000000003))",POINT (-111.9359876 33.4185275),1,0,0,0,0,0,0,demand_zone
308,246.0,P8,-111.93501536666668,33.4183381,"POLYGON ((-111.93539680000004 33.41798000000003,-111.93539680000004 33.41878000000003,-111.93402680000004 33.41878000000003,-111.93402680000004 33.41798000000003,-111.93539680000004 33.41798000000003))",POINT (-111.93501536666668 33.4183381),3,0,0,0,0,0,0,demand_zone
309,247.0,P9,-111.93351993636362,33.41834194545454,"POLYGON ((-111.93402680000004 33.41798000000003,-111.93402680000004 33.41878000000003,-111.93265680000005 33.41878000000003,-111.93265680000005 33.41798000000003,-111.93402680000004 33.41798000000003))",POINT (-111.93351993636362 33.41834194545454),3,0,0,0,0,1,0,demand_zone
310,248.0,P10,-111.9316662,33.41839276,"POLYGON ((-111.93265680000005 33.41798000000003,-111.93265680000005 33.41878000000003,-111.93128680000005 33.41878000000003,-111.93128680000005 33.41798000000003,-111.93265680000005 33.41798000000003))",POINT (-111.9316662 33.41839276),1,0,0,0,0,0,0,demand_zone
313,249.0,P13,-111.9283935,33.4180264,"POLYGON ((-111.92854680000006 33.41798000000003,-111.92854680000006 33.41878000000003,-111.92717680000007 33.41878000000003,-111.92717680000007 33.41798000000003,-111.92854680000006 33.41798000000003))",POINT (-111.9283935 33.4180264),1,0,0,0,1,0,0,demand_zone
316,250.0,P16,-111.9232999,33.4184475,"POLYGON ((-111.92443680000008 33.41798000000003,-111.92443680000008 33.41878000000003,-111.92306680000009 33.41878000000003,-111.92306680000009 33.41798000000003,-111.92443680000008 33.41798000000003))",POINT (-111.9232999 33.4184475),1,0,0,0,0,0,0,demand_zone
324,251.0,Q4,-111.93998114000001,33.41756985000001,"POLYGON ((-111.94087680000001 33.41718000000003,-111.94087680000001 33.41798000000003,-111.93950680000002 33.41798000000003,-111.93950680000002 33.41718000000003,-111.94087680000001 33.41718000000003))",POINT (-111.93998114000001 33.41756985000001),1,0,0,0,0,0,0,demand_zone
325,252.0,Q5,-111.938369275,33.41754495,"POLYGON ((-111.93950680000002 33.41718000000003,-111.93950680000002 33.41798000000003,-111.93813680000002 33.41798000000003,-111.93813680000002 33.41718000000003,-111.93950680000002 33.41718000000003))",POINT (-111.938369275 33.41754495),1,0,0,0,0,1,0,demand_zone
326,253.0,Q6,-111.9378256,33.4179253,"POLYGON ((-111.93813680000002 33.41718000000003,-111.93813680000002 33.41798000000003,-111.93676680000003 33.41798000000003,-111.93676680000003 33.41718000000003,-111.93813680000002 33.41718000000003))",POINT (-111.9378256 33.4179253),1,0,0,0,0,0,0,demand_zone
327,256.0,Q7,-111.93628864285715,33.417564971428575,"POLYGON ((-111.93676680000003 33.41718000000003,-111.93676680000003 33.41798000000003,-111.93539680000004 33.41798000000003,-111.93539680000004 33.41718000000003,-111.93676680000003 33.41718000000003))",POINT (-111.93628864285715 33.417564971428575),3,0,0,0,0,0,0,demand_zone
328,257.0,Q8,-111.9343609,33.4176835,"POLYGON ((-111.93539680000004 33.41718000000003,-111.93539680000004 33.41798000000003,-111.93402680000004 33.41798000000003,-111.93402680000004 33.41718000000003,-111.93539680000004 33.41718000000003))",POINT (-111.9343609 33.4176835),1,0,0,0,0,0,0,demand_zone
329,261.0,Q9,-111.93338840000001,33.41743182857143,"POLYGON ((-111.93402680000004 33.41718000000003,-111.93402680000004 33.41798000000003,-111.93265680000005 33.41798000000003,-111.93265680000005 33.41718000000003,-111.93402680000004 33.41718000000003))",POINT (-111.93338840000001 33.41743182857143),2,0,0,0,0,1,0,demand_zone
330,262.0,Q10,-111.93183451999998,33.417659619999995,"POLYGON ((-111.93265680000005 33.41718000000003,-111.93265680000005 33.41798000000003,-111.93128680000005 33.41798000000003,-111.93128680000005 33.41718000000003,-111.93265680000005 33.41718000000003))",POINT (-111.93183451999998 33.417659619999995),3,0,0,0,0,1,0,demand_zone
331,265.0,Q11,-111.93034296666667,33.41767683333333,"POLYGON ((-111.93128680000005 33.41718000000003,-111.93128680000005 33.41798000000003,-111.92991680000006 33.41798000000003,-111.92991680000006 33.41718000000003,-111.93128680000005 33.41718000000003))",POINT (-111.93034296666667 33.41767683333333),2,0,0,0,0,0,0,demand_zone
332,266.0,Q12,-111.9294615,33.4178075,"POLYGON ((-111.92991680000006 33.41718000000003,-111.92991680000006 33.41798000000003,-111.92854680000006 33.41798000000003,-111.92854680000006 33.41718000000003,-111.92991680000006 33.41718000000003))",POINT (-111.9294615 33.4178075),1,0,0,0,0,0,0,demand_zone
333,267.0,Q13,-111.92772823333333,33.417519733333336,"POLYGON ((-111.92854680000006 33.41718000000003,-111.92854680000006 33.41798000000003,-111.92717680000007 33.41798000000003,-111.92717680000007 33.41718000000003,-111.92854680000006 33.41718000000003))",POINT (-111.92772823333333 33.417519733333336),3,0,0,0,0,2,0,demand_zone
334,268.0,Q14,-111.92643365,33.4175696,"POLYGON ((-111.92717680000007 33.41718000000003,-111.92717680000007 33.41798000000003,-111.92580680000007 33.41798000000003,-111.92580680000007 33.41718000000003,-111.92717680000007 33.41718000000003))",POINT (-111.92643365 33.4175696),2,0,0,0,0,0,0,demand_zone
335,269.0,Q15,-111.92527520000002,33.41750372,"POLYGON ((-111.92580680000007 33.41718000000003,-111.92580680000007 33.41798000000003,-111.92443680000008 33.41798000000003,-111.92443680000008 33.41718000000003,-111.92580680000007 33.41718000000003))",POINT (-111.92527520000002 33.41750372),5,1,0,0,0,3,0,demand_zone
345,270.0,R5,-111.9388847,33.4169096,"POLYGON ((-111.93950680000002 33.41638000000003,-111.93950680000002 33.41718000000003,-111.93813680000002 33.41718000000003,-111.93813680000002 33.41638000000003,-111.93950680000002 33.41638000000003))",POINT (-111.9388847 33.4169096),1,0,0,0,0,1,0,demand_zone
347,271.0,R7,-111.9361452,33.41662126666667,"POLYGON ((-111.93676680000003 33.41638000000003,-111.93676680000003 33.41718000000003,-111.93539680000004 33.41718000000003,-111.93539680000004 33.41638000000003,-111.93676680000003 33.41638000000003))",POINT (-111.9361452 33.41662126666667),2,0,0,0,0,0,0,demand_zone
348,272.0,R8,-111.93443013333332,33.4168243,"POLYGON ((-111.93539680000004 33.41638000000003,-111.93539680000004 33.41718000000003,-111.93402680000004 33.41718000000003,-111.93402680000004 33.41638000000003,-111.93539680000004 33.41638000000003))",POINT (-111.93443013333332 33.4168243),3,0,0,0,0,0,0,demand_zone
349,273.0,R9,-111.9335979,33.41682332,"POLYGON ((-111.93402680000004 33.41638000000003,-111.93402680000004 33.41718000000003,-111.93265680000005 33.41718000000003,-111.93265680000005 33.41638000000003,-111.93402680000004 33.41638000000003))",POINT (-111.9335979 33.41682332),5,0,0,0,1,0,0,demand_zone
352,275.0,R12,-111.92932275,33.416749125,"POLYGON ((-111.92991680000006 33.41638000000003,-111.92991680000006 33.41718000000003,-111.92854680000006 33.41718000000003,-111.92854680000006 33.41638000000003,-111.92991680000006 33.41638000000003))",POINT (-111.92932275 33.416749125),1,0,0,0,0,0,0,demand_zone
354,276.0,R14,-111.92620712222224,33.416815411111116,"POLYGON ((-111.92717680000007 33.41638000000003,-111.92717680000007 33.41718000000003,-111.92580680000007 33.41718000000003,-111.92580680000007 33.41638000000003,-111.92717680000007 33.41638000000003))",POINT (-111.92620712222224 33.416815411111116),2,0,0,0,0,1,0,demand_zone
355,277.0,R15,-111.92523760000002,33.41681754615384,"POLYGON ((-111.92580680000007 33.41638000000003,-111.92580680000007 33.41718000000003,-111.92443680000008 33.41718000000003,-111.92443680000008 33.41638000000003,-111.92580680000007 33.41638000000003))",POINT (-111.92523760000002 33.41681754615384),2,0,0,0,0,0,0,demand_zone
365,281.0,S5,-111.938774,33.4162649,"POLYGON ((-111.93950680000002 33.415580000000034,-111.93950680000002 33.41638000000003,-111.93813680000002 33.41638000000003,-111.93813680000002 33.415580000000034,-111.93950680000002 33.415580000000034))",POINT (-111.938774 33.4162649),1,0,0,0,0,0,0,demand_zone
366,282.0,S6,-111.93751205,33.416085175,"POLYGON ((-111.93813680000002 33.415580000000034,-111.93813680000002 33.41638000000003,-111.93676680000003 33.41638000000003,-111.93676680000003 33.415580000000034,-111.93813680000002 33.415580000000034))",POINT (-111.93751205 33.416085175),2,0,0,0,0,0,0,demand_zone
367,283.0,S7,-111.9362552090909,33.416061345454544,"POLYGON ((-111.93676680000003 33.415580000000034,-111.93676680000003 33.41638000000003,-111.93539680000004 33.41638000000003,-111.93539680000004 33.415580000000034,-111.93676680000003 33.415580000000034))",POINT (-111.9362552090909 33.416061345454544),4,0,0,0,0,1,0,demand_zone
368,284.0,S8,-111.93480071428571,33.41599302857143,"POLYGON ((-111.93539680000004 33.415580000000034,-111.93539680000004 33.41638000000003,-111.93402680000004 33.41638000000003,-111.93402680000004 33.415580000000034,-111.93539680000004 33.415580000000034))",POINT (-111.93480071428571 33.41599302857143),2,0,0,0,1,0,0,demand_zone
369,285.0,S9,-111.93337932,33.416107339999996,"POLYGON ((-111.93402680000004 33.415580000000034,-111.93402680000004 33.41638000000003,-111.93265680000005 33.41638000000003,-111.93265680000005 33.415580000000034,-111.93402680000004 33.415580000000034))",POINT (-111.93337932 33.416107339999996),1,0,0,0,0,1,0,demand_zone
372,286.0,S12,-111.9296176,33.4157972,"POLYGON ((-111.92991680000006 33.415580000000034,-111.92991680000006 33.41638000000003,-111.92854680000006 33.41638000000003,-111.92854680000006 33.415580000000034,-111.92991680000006 33.415580000000034))",POINT (-111.9296176 33.4157972),1,0,0,0,0,0,0,demand_zone
373,287.0,S13,-111.9277589,33.4160138,"POLYGON ((-111.92854680000006 33.415580000000034,-111.92854680000006 33.41638000000003,-111.92717680000007 33.41638000000003,-111.92717680000007 33.415580000000034,-111.92854680000006 33.415580000000034))",POINT (-111.9277589 33.4160138),1,0,0,0,0,0,0,demand_zone
374,288.0,S14,-111.92641647999999,33.41606308,"POLYGON ((-111.92717680000007 33.415580000000034,-111.92717680000007 33.41638000000003,-111.92580680000007 33.41638000000003,-111.92580680000007 33.415580000000034,-111.92717680000007 33.415580000000034))",POINT (-111.92641647999999 33.41606308),5,3,0,0,0,0,0,demand_zone
375,289.0,S15,-111.92537648333332,33.4161345,"POLYGON ((-111.92580680000007 33.415580000000034,-111.92580680000007 33.41638000000003,-111.92443680000008 33.41638000000003,-111.92443680000008 33.415580000000034,-111.92580680000007 33.415580000000034))",POINT (-111.92537648333332 33.4161345),2,0,0,0,0,2,0,demand_zone
378,290.0,S18,-111.9210933,33.4162654,"POLYGON ((-111.92169680000009 33.415580000000034,-111.92169680000009 33.41638000000003,-111.9203268000001 33.41638000000003,-111.9203268000001 33.415580000000034,-111.92169680000009 33.415580000000034))",POINT (-111.9210933 33.4162654),1,1,0,0,0,0,0,demand_zone
380,291.0,S20,-111.9185972,33.4160553,"POLYGON ((-111.9189568000001 33.415580000000034,-111.9189568000001 33.41638000000003,-111.91758680000011 33.41638000000003,-111.91758680000011 33.415580000000034,-111.9189568000001 33.415580000000034))",POINT (-111.9185972 33.4160553),2,0,0,0,1,1,0,demand_zone
386,292.0,T6,-111.937249,33.4154523,"POLYGON ((-111.93813680000002 33.414780000000036,-111.93813680000002 33.415580000000034,-111.93676680000003 33.415580000000034,-111.93676680000003 33.414780000000036,-111.93813680000002 33.414780000000036))",POINT (-111.937249 33.4154523),1,0,0,0,0,1,0,demand_zone
387,293.0,T7,-111.93621256666667,33.415343316666664,"POLYGON ((-111.93676680000003 33.414780000000036,-111.93676680000003 33.415580000000034,-111.93539680000004 33.415580000000034,-111.93539680000004 33.414780000000036,-111.93676680000003 33.414780000000036))",POINT (-111.93621256666667 33.415343316666664),3,0,0,0,0,0,0,demand_zone
389,294.0,T9,-111.93402230000001,33.41538545,"POLYGON ((-111.93402680000004 33.414780000000036,-111.93402680000004 33.415580000000034,-111.93265680000005 33.415580000000034,-111.93265680000005 33.414780000000036,-111.93402680000004 33.414780000000036))",POINT (-111.93402230000001 33.41538545),2,0,0,0,0,1,0,demand_zone
390,295.0,T10,-111.9325418,33.415558,"POLYGON ((-111.93265680000005 33.414780000000036,-111.93265680000005 33.415580000000034,-111.93128680000005 33.415580000000034,-111.93128680000005 33.414780000000036,-111.93265680000005 33.414780000000036))",POINT (-111.9325418 33.415558),1,0,0,0,0,0,0,demand_zone
391,296.0,T11,-111.93044253333335,33.41530613333333,"POLYGON ((-111.93128680000005 33.414780000000036,-111.93128680000005 33.415580000000034,-111.92991680000006 33.415580000000034,-111.92991680000006 33.414780000000036,-111.93128680000005 33.414780000000036))",POINT (-111.93044253333335 33.41530613333333),3,0,0,0,0,0,0,demand_zone
392,297.0,T12,-111.92917316666667,33.41525146666667,"POLYGON ((-111.92991680000006 33.414780000000036,-111.92991680000006 33.415580000000034,-111.92854680000006 33.415580000000034,-111.92854680000006 33.414780000000036,-111.92991680000006 33.414780000000036))",POINT (-111.92917316666667 33.41525146666667),3,1,0,0,0,0,0,demand_zone
393,298.0,T13,-111.92804050000001,33.4152974,"POLYGON ((-111.92854680000006 33.414780000000036,-111.92854680000006 33.415580000000034,-111.92717680000007 33.415580000000034,-111.92717680000007 33.414780000000036,-111.92854680000006 33.414780000000036))",POINT (-111.92804050000001 33.4152974),2,2,0,0,0,0,0,demand_zone
394,300.0,T14,-111.926148775,33.415215875,"POLYGON ((-111.92717680000007 33.414780000000036,-111.92717680000007 33.415580000000034,-111.92580680000007 33.415580000000034,-111.92580680000007 33.414780000000036,-111.92717680000007 33.414780000000036))",POINT (-111.926148775 33.415215875),1,1,0,0,0,0,0,demand_zone
399,301.0,T19,-111.91959395,33.4152791,"POLYGON ((-111.9203268000001 33.414780000000036,-111.9203268000001 33.415580000000034,-111.9189568000001 33.415580000000034,-111.9189568000001 33.414780000000036,-111.9203268000001 33.414780000000036))",POINT (-111.91959395 33.4152791),1,0,0,0,1,0,0,demand_zone
400,302.0,T20,-111.91822765,33.4152652,"POLYGON ((-111.9189568000001 33.414780000000036,-111.9189568000001 33.415580000000034,-111.91758680000011 33.415580000000034,-111.91758680000011 33.414780000000036,-111.9189568000001 33.414780000000036))",POINT (-111.91822765 33.4152652),2,0,0,1,0,0,0,demand_zone
401,304.0,Gate1,-111.9456718,33.41518,,POINT (-111.9456718 33.41518),0,0,0,0,0,0,0,None
402,305.0,Gate2,-111.9456718,33.41598,,POINT (-111.9456718 33.41598),0,0,0,0,0,0,2,None
403,306.0,Gate3,-111.9456718,33.41678,,POINT (-111.9456718 33.41678),0,0,0,0,0,0,3,None
404,307.0,Gate4,-111.9456718,33.41758,,POINT (-111.9456718 33.41758),0,0,0,0,0,0,3,None
405,308.0,Gate5,-111.9456718,33.41838,,POINT (-111.9456718 33.41838),0,0,0,0,0,0,3,None
406,309.0,Gate6,-111.9456718,33.41918,,POINT (-111.9456718 33.41918),0,0,0,0,0,0,2,None
407,310.0,Gate7,-111.9456718,33.41998,,POINT (-111.9456718 33.41998),0,0,0,0,0,0,1,None
408,311.0,Gate8,-111.9456718,33.42078,,POINT (-111.9456718 33.42078),0,0,0,0,0,0,1,None
409,313.0,Gate9,-111.9456718,33.42158,,POINT (-111.9456718 33.42158),0,0,0,0,0,0,3,None
410,316.0,Gate10,-111.9456718,33.42238,,POINT (-111.9456718 33.42238),0,0,0,0,0,0,4,None
411,317.0,Gate11,-111.9456718,33.42318,,POINT (-111.9456718 33.42318),0,0,0,0,0,0,6,None
412,318.0,Gate12,-111.9456718,33.42398,,POINT (-111.9456718 33.42398),0,0,0,0,0,0,2,None
413,319.0,Gate13,-111.9456718,33.42478,,POINT (-111.9456718 33.42478),0,0,0,0,0,0,2,None
414,320.0,Gate14,-111.9456718,33.42558,,POINT (-111.9456718 33.42558),0,0,0,0,0,0,3,None
415,321.0,Gate15,-111.9456718,33.42638,,POINT (-111.9456718 33.42638),0,0,0,0,0,0,1,None
416,322.0,Gate16,-111.9456718,33.42718,,POINT (-111.9456718 33.42718),0,0,0,0,0,0,4,None
417,323.0,Gate17,-111.9456718,33.42798,,POINT (-111.9456718 33.42798),0,0,0,0,0,0,2,None
418,324.0,Gate18,-111.9456718,33.428779999999996,,POINT (-111.9456718 33.428779999999996),0,0,0,0,0,0,1,None
419,325.0,Gate19,-111.9456718,33.42958,,POINT (-111.9456718 33.42958),0,0,0,0,0,0,1,None
420,326.0,Gate20,-111.9456718,33.43038,,POINT (-111.9456718 33.43038),0,0,0,0,0,0,2,None
421,327.0,Gate21,-111.9443018,33.431179,,POINT (-111.9443018 33.431179),0,0,0,0,0,0,1,None
422,328.0,Gate22,-111.9429318,33.431179,,POINT (-111.9429318 33.431179),0,0,0,0,0,0,5,None
423,329.0,Gate23,-111.94156179999999,33.431179,,POINT (-111.94156179999999 33.431179),0,0,0,0,0,0,4,None
424,330.0,Gate24,-111.94019180000001,33.431179,,POINT (-111.94019180000001 33.431179),0,0,0,0,0,0,11,None
425,331.0,Gate25,-111.9388218,33.431179,,POINT (-111.9388218 33.431179),0,0,0,0,0,0,6,None
426,332.0,Gate26,-111.93745179999999,33.431179,,POINT (-111.93745179999999 33.431179),0,0,0,0,0,0,6,None
427,333.0,Gate27,-111.93608180000001,33.431179,,POINT (-111.93608180000001 33.431179),0,0,0,0,0,0,11,None
428,334.0,Gate28,-111.9347118,33.431179,,POINT (-111.9347118 33.431179),0,0,0,0,0,0,11,None
429,335.0,Gate29,-111.9333418,33.431179,,POINT (-111.9333418 33.431179),0,0,0,0,0,0,6,None
430,336.0,Gate30,-111.93197179999999,33.431179,,POINT (-111.93197179999999 33.431179),0,0,0,0,0,0,7,None
431,338.0,Gate31,-111.9306018,33.431179,,POINT (-111.9306018 33.431179),0,0,0,0,0,0,4,None
432,340.0,Gate32,-111.9292318,33.431179,,POINT (-111.9292318 33.431179),0,0,0,0,0,0,4,None
433,341.0,Gate33,-111.92786179999999,33.431179,,POINT (-111.92786179999999 33.431179),0,0,0,0,0,0,2,None
434,342.0,Gate34,-111.92649180000001,33.431179,,POINT (-111.92649180000001 33.431179),0,0,0,0,0,0,3,None
435,345.0,Gate35,-111.9251218,33.431179,,POINT (-111.9251218 33.431179),0,0,0,0,0,0,1,None
436,347.0,Gate36,-111.92375179999999,33.431179,,POINT (-111.92375179999999 33.431179),0,0,0,0,0,0,1,None
437,348.0,Gate37,-111.92238180000001,33.431179,,POINT (-111.92238180000001 33.431179),0,0,0,0,0,0,2,None
438,349.0,Gate38,-111.9210118,33.431179,,POINT (-111.9210118 33.431179),0,0,0,0,0,0,2,None
439,351.0,Gate39,-111.9196418,33.431179,,POINT (-111.9196418 33.431179),0,0,0,0,0,0,1,None
440,352.0,Gate40,-111.91827179999999,33.431179,,POINT (-111.91827179999999 33.431179),0,0,0,0,0,0,0,None
441,353.0,Gate41,-111.916905,33.430379,,POINT (-111.916905 33.430379),0,0,0,0,0,0,1,None
442,354.0,Gate42,-111.916905,33.429579000000004,,POINT (-111.916905 33.429579000000004),0,0,0,0,0,0,2,None
443,355.0,Gate43,-111.916905,33.428779,,POINT (-111.916905 33.428779),0,0,0,0,0,0,0,None
444,356.0,Gate44,-111.916905,33.427979,,POINT (-111.916905 33.427979),0,0,0,0,0,0,0,None
445,357.0,Gate45,-111.916905,33.427179,,POINT (-111.916905 33.427179),0,0,0,0,0,0,0,None
446,358.0,Gate46,-111.916905,33.426379000000004,,POINT (-111.916905 33.426379000000004),0,0,0,0,0,0,1,None
447,359.0,Gate47,-111.916905,33.425579,,POINT (-111.916905 33.425579),0,0,0,0,0,0,0,None
448,360.0,Gate48,-111.916905,33.424779,,POINT (-111.916905 33.424779),0,0,0,0,0,0,1,None
449,361.0,Gate49,-111.916905,33.423979,,POINT (-111.916905 33.423979),0,0,0,0,0,0,0,None
450,362.0,Gate50,-111.916905,33.423179000000005,,POINT (-111.916905 33.423179000000005),0,0,0,0,0,0,3,None
451,363.0,Gate51,-111.916905,33.422379,,POINT (-111.916905 33.422379),0,0,0,0,0,0,4,None
452,364.0,Gate52,-111.916905,33.421579,,POINT (-111.916905 33.421579),0,0,0,0,0,0,1,None
453,365.0,Gate53,-111.916905,33.420779,,POINT (-111.916905 33.420779),0,0,0,0,0,0,0,None
454,366.0,Gate54,-111.916905,33.419979000000005,,POINT (-111.916905 33.419979000000005),0,0,0,0,0,0,1,None
455,367.0,Gate55,-111.916905,33.419179,,POINT (-111.916905 33.419179),0,0,0,0,0,0,4,None
456,368.0,Gate56,-111.916905,33.418379,,POINT (-111.916905 33.418379),0,0,0,0,0,0,1,None
457,369.0,Gate57,-111.916905,33.417579,,POINT (-111.916905 33.417579),0,0,0,0,0,0,4,None
458,372.0,Gate58,-111.916905,33.416779000000005,,POINT (-111.916905 33.416779000000005),0,0,0,0,0,0,2,None
459,373.0,Gate59,-111.916905,33.415979,,POINT (-111.916905 33.415979),0,0,0,0,0,0,2,None
460,374.0,Gate60,-111.916905,33.415179,,POINT (-111.916905 33.415179),0,0,0,0,0,0,1,None
461,375.0,Gate61,-111.918275,33.41438,,POINT (-111.918275 33.41438),0,0,0,0,0,0,3,None
462,376.0,Gate62,-111.919645,33.41438,,POINT (-111.919645 33.41438),0,0,0,0,0,0,1,None
463,377.0,Gate63,-111.92101500000001,33.41438,,POINT (-111.92101500000001 33.41438),0,0,0,0,0,0,6,None
464,378.0,Gate64,-111.92238499999999,33.41438,,POINT (-111.92238499999999 33.41438),0,0,0,0,0,0,3,None
465,379.0,Gate65,-111.923755,33.41438,,POINT (-111.923755 33.41438),0,0,0,0,0,0,9,None
466,380.0,Gate66,-111.92512500000001,33.41438,,POINT (-111.92512500000001 33.41438),0,0,0,0,0,0,7,None
467,386.0,Gate67,-111.92649499999999,33.41438,,POINT (-111.92649499999999 33.41438),0,0,0,0,0,0,11,None
468,387.0,Gate68,-111.927865,33.41438,,POINT (-111.927865 33.41438),0,0,0,0,0,0,10,None
469,389.0,Gate69,-111.929235,33.41438,,POINT (-111.929235 33.41438),0,0,0,0,0,0,6,None
470,390.0,Gate70,-111.93060500000001,33.41438,,POINT (-111.93060500000001 33.41438),0,0,0,0,0,0,11,None
471,391.0,Gate71,-111.931975,33.41438,,POINT (-111.931975 33.41438),0,0,0,0,0,0,10,None
472,392.0,Gate72,-111.933345,33.41438,,POINT (-111.933345 33.41438),0,0,0,0,0,0,8,None
473,393.0,Gate73,-111.93471500000001,33.41438,,POINT (-111.93471500000001 33.41438),0,0,0,0,0,0,6,None
474,394.0,Gate74,-111.93608499999999,33.41438,,POINT (-111.93608499999999 33.41438),0,0,0,0,0,0,6,None
475,395.0,Gate75,-111.937455,33.41438,,POINT (-111.937455 33.41438),0,0,0,0,0,0,5,None
476,396.0,Gate76,-111.93882500000001,33.41438,,POINT (-111.93882500000001 33.41438),0,0,0,0,0,0,9,None
477,397.0,Gate77,-111.94019499999999,33.41438,,POINT (-111.94019499999999 33.41438),0,0,0,0,0,0,6,None
478,399.0,Gate78,-111.941565,33.41438,,POINT (-111.941565 33.41438),0,0,0,0,0,0,2,None
479,400.0,Gate79,-111.942935,33.41438,,POINT (-111.942935 33.41438),0,0,0,0,0,0,8,None
480,,Gate80,-111.94430500000001,33.41438,,POINT (-111.94430500000001 33.41438),0,0,0,0,0,0,1,None
